"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paid.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","Dalc.x","Walc.x","health.x","absences.x","G1.x","G2.x","G3.x","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paid.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","Dalc.y","Walc.y","health.y","absences.y","G1.y","G2.y","G3.y"
"321","GP","M",16,"U","GT3","T",3,4,"other","other","course","no","yes","father",3,1,2,"no","yes","no","yes","yes","no",3,4,5,2,4,2,0,6,5,0,3,1,1,"no","yes","no","yes","yes","no",3,4,5,2,4,2,4,9,9,10
"322","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","yes","yes","mother",1,4,0,"no","no","no","yes","yes","no",4,2,2,1,1,2,4,19,19,20,1,4,0,"no","no","no","yes","yes","no",4,2,2,1,1,2,2,17,17,17
"323","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",3,4,3,2,3,3,10,9,8,8,1,2,0,"no","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11,10,11
"324","GP","M",16,"U","GT3","T",4,4,"health","other","course","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",3,4,4,1,4,5,18,14,11,13,1,1,0,"no","yes","no","yes","yes","no",3,4,4,1,4,5,4,12,13,13
"325","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","yes","yes","father",1,2,0,"no","yes","yes","yes","yes","no",4,2,4,2,4,1,2,14,13,13,1,2,0,"no","yes","no","yes","yes","no",4,2,4,2,4,1,0,13,13,14
"326","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,0,13,12,12,1,1,0,"no","no","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15
"327","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,0,13,12,12,1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,3,5,0,15,13,13
"328","GP","M",16,"U","GT3","T",4,4,"services","services","other","yes","yes","mother",1,1,0,"yes","yes","yes","yes","yes","no",4,5,5,5,5,4,14,7,7,5,1,1,0,"yes","yes","no","yes","yes","no",4,5,5,5,5,4,12,9,9,8
"329","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","yes","yes","father",1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,1,4,0,16,17,17,1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,1,4,0,16,16,16
"330","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,2,15,15,16,1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,2,5,6,16,14,14
"331","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,0,7,6,0,1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,16,9,9,8
"332","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,5,16,10,12,11,1,2,0,"no","yes","yes","yes","yes","yes",4,4,5,5,5,5,4,12,11,12
"333","GP","M",16,"U","LE3","A",3,4,"services","other","home","yes","yes","mother",1,2,0,"yes","yes","no","yes","yes","no",5,3,3,1,1,5,4,11,11,11,1,2,0,"yes","yes","yes","yes","yes","no",5,3,3,1,1,5,2,12,12,13
"334","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","yes","no","mother",1,2,0,"no","yes","no","no","yes","no",4,1,3,3,5,5,18,8,6,7,1,2,0,"no","yes","no","no","yes","no",4,1,3,3,5,5,6,9,9,10
"335","GP","M",16,"U","LE3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,4,2,1,1,5,18,9,7,6,2,2,0,"no","yes","no","no","yes","no",3,4,2,1,1,5,2,9,9,9
"336","GP","M",16,"U","LE3","T",1,1,"services","other","course","yes","no","mother",1,2,1,"no","no","no","no","yes","yes",4,4,4,1,3,5,0,14,12,12,1,2,2,"no","no","no","no","yes","yes",4,4,4,1,3,5,0,10,10,10
"337","GP","M",16,"U","LE3","T",1,2,"health","services","course","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,"no","no","no","no","yes","no",4,4,5,3,5,5,0,9,8,10
"338","GP","M",16,"U","LE3","T",1,2,"other","other","course","yes","no","mother",2,1,1,"no","no","no","yes","yes","no",4,4,4,2,4,5,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","yes","no","mother",1,1,1,"no","no","no","yes","yes","yes",4,4,4,3,5,5,6,12,13,14,1,1,1,"no","no","no","yes","yes","yes",4,4,4,3,5,5,6,9,10,10
"340","GP","M",16,"U","LE3","T",2,1,"other","other","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,5,0,15,15,15,1,2,0,"no","no","no","yes","yes","yes",4,2,3,1,2,5,0,13,14,16
"341","GP","M",16,"U","LE3","T",2,2,"other","other","home","yes","yes","mother",1,2,0,"no","no","no","no","yes","no",4,4,4,1,1,3,0,12,12,11,1,2,0,"no","no","no","no","yes","no",4,4,4,1,1,3,0,13,12,13
"342","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",5,4,4,2,4,5,0,13,13,12,2,2,0,"no","yes","no","yes","yes","no",5,4,4,2,4,5,2,10,10,10
"343","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","yes","yes","father",2,1,2,"no","yes","no","yes","yes","no",2,3,3,2,2,2,8,9,9,9,2,1,0,"no","yes","no","yes","yes","no",2,3,3,2,2,2,4,12,11,11
"344","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",4,5,1,1,3,5,2,15,15,16,1,2,0,"no","no","no","yes","yes","no",4,5,1,1,3,5,0,12,13,14
"345","GP","M",16,"U","LE3","T",4,3,"health","other","home","yes","yes","father",1,1,0,"no","no","yes","yes","yes","no",3,1,3,1,3,5,4,8,10,10,1,1,0,"no","no","no","yes","yes","no",3,1,3,1,3,5,6,12,12,12
"346","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,2,1,2,5,10,15,15,15,1,2,0,"no","yes","no","yes","yes","no",5,4,2,1,2,5,6,12,12,13
"347","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,0,6,0,0,1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15
"348","GP","M",17,"R","GT3","T",1,1,"other","other","home","no","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,"no","no","no","no","yes","yes",4,3,3,1,1,1,2,13,14,15
"349","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","no","no","mother",1,2,0,"no","yes","yes","yes","yes","yes",3,5,2,2,2,1,2,15,14,14,1,2,0,"no","yes","no","yes","yes","yes",3,5,2,2,2,1,2,16,17,18
"350","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","yes","no","mother",1,2,0,"no","no","no","no","yes","no",3,1,3,1,5,3,4,8,9,10,1,2,0,"no","no","no","no","yes","no",3,1,3,1,5,3,6,9,9,10
"351","GP","M",17,"R","GT3","T",1,3,"other","other","course","yes","yes","father",3,2,1,"no","yes","no","yes","yes","no",5,2,4,1,4,5,20,9,7,8,3,2,1,"no","yes","no","yes","yes","no",5,2,4,1,4,5,14,12,11,11
"352","GP","M",17,"R","GT3","T",2,1,"other","other","course","no","yes","mother",1,1,0,"no","no","no","no","yes","no",4,4,2,2,4,5,0,8,12,12,1,1,0,"no","no","no","no","yes","no",4,4,2,2,4,5,0,12,12,13
"353","GP","M",17,"R","GT3","T",2,2,"other","other","course","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,5,2,1,1,1,4,11,11,11,2,2,0,"no","yes","no","yes","yes","no",4,5,2,1,1,1,0,12,13,13
"354","GP","M",17,"R","GT3","T",2,2,"other","services","other","no","no","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","no","no","no","no","no",5,2,2,1,1,4,0,9,10,10
"355","GP","M",17,"R","GT3","T",2,2,"services","other","course","yes","yes","mother",4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,8,11,10,10,4,1,0,"no","yes","no","no","yes","no",4,4,5,5,5,4,2,11,10,10
"356","GP","M",17,"R","GT3","T",3,2,"other","other","course","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,"yes","yes","no","no","yes","yes",4,4,4,1,4,3,4,7,6,8
"357","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","yes","no","mother",3,2,0,"no","no","no","no","yes","no",5,4,5,2,4,5,0,10,0,0,3,2,0,"no","no","no","no","yes","no",5,4,5,2,4,5,2,10,9,10
"358","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,3,2,3,4,2,10,11,12,2,2,0,"no","yes","no","no","yes","no",3,3,3,2,3,4,0,12,12,12
"359","GP","M",17,"R","LE3","T",1,1,"other","services","course","yes","no","mother",4,2,3,"no","no","no","yes","no","yes",5,3,5,1,5,5,0,5,8,7,4,2,0,"no","no","no","yes","no","yes",5,3,5,1,5,5,0,8,8,8
"360","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","yes","no","mother",1,1,0,"no","no","no","no","yes","no",2,2,2,3,3,5,8,16,12,13,1,1,3,"no","no","no","no","yes","no",2,2,2,3,3,5,14,9,8,10
"361","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","yes","yes","mother",2,1,2,"no","no","no","yes","no","yes",3,3,2,2,2,5,0,7,6,0,2,1,1,"no","no","yes","yes","no","yes",3,3,2,2,2,5,8,8,8,9
"362","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","no","yes","father",1,2,0,"no","no","yes","no","yes","no",4,3,3,1,2,4,2,12,10,11,1,2,0,"no","no","no","no","yes","no",4,3,3,1,2,4,0,12,12,12
"363","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","no","yes","other",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,5,5,12,7,8,8,2,2,0,"no","no","no","yes","yes","no",4,4,4,4,5,5,16,10,11,12
"364","GP","M",17,"U","GT3","T",1,3,"at_home","services","course","yes","yes","father",1,1,0,"no","no","no","no","no","no",5,3,3,1,4,2,2,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,3,"no","yes","no","no","yes","no",5,4,5,1,2,5,0,5,0,0,2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,0,9,9,10
"366","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,3,"no","yes","no","no","yes","no",5,4,5,1,2,5,0,5,0,0,1,1,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,22,9,7,6
"367","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,2,8,8,10,2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,0,9,9,10
"368","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",2,1,3,"yes","yes","no","yes","no","no",4,5,1,1,1,3,2,8,8,10,1,1,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,22,9,7,6
"369","GP","M",17,"U","GT3","T",2,2,"other","other","home","yes","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","no","no","no","no","no",4,4,4,2,3,4,8,8,8,9
"370","GP","M",17,"U","GT3","T",2,3,"other","other","course","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,4,12,12,13,2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,2,9,12,13
"371","GP","M",17,"U","GT3","T",3,1,"services","other","other","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",5,4,4,3,4,5,2,9,9,10,1,2,0,"no","no","no","yes","yes","yes",5,4,4,3,4,5,0,11,11,14
"372","GP","M",17,"U","GT3","T",3,2,"services","services","course","no","no","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,"no","yes","no","yes","no","no",4,5,2,1,1,2,10,8,7,8
"373","GP","M",17,"U","GT3","T",3,2,"services","services","course","yes","yes","mother",1,1,3,"no","yes","no","yes","yes","no",5,5,5,2,4,5,16,6,5,5,1,1,3,"no","yes","yes","yes","yes","no",5,5,5,2,4,5,2,8,8,7
"374","GP","M",17,"U","GT3","T",3,3,"health","other","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","no",4,4,3,1,3,5,4,14,12,11,1,1,0,"no","yes","no","no","yes","no",4,4,3,1,3,5,0,14,15,15
"375","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","no","yes","father",1,2,0,"no","no","no","yes","yes","no",4,3,4,1,4,4,4,6,5,6,1,2,0,"no","no","no","yes","yes","no",4,3,4,1,4,4,4,11,9,10
"376","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,3,14,15,16,1,1,0,"no","no","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17
"377","GP","M",17,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,4,2,3,4,12,12,12,11,1,2,0,"no","yes","no","yes","yes","yes",4,3,4,2,3,4,6,11,13,14
"378","GP","M",17,"U","GT3","T",4,3,"other","other","course","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",5,2,3,1,1,2,4,10,10,11,1,2,0,"no","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,11,11,13
"379","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",5,2,3,1,2,5,4,17,15,16,1,1,0,"no","no","no","no","yes","no",5,2,3,1,2,5,4,13,13,14
"380","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"no","yes","no","yes","yes","no",4,2,1,1,2,5,6,10,8,9
"381","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,14,11,9,9,1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,13,13,13
"382","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,"no","yes","no","no","yes","no",4,4,4,1,2,5,10,16,18,18
"383","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","yes","yes","mother",1,1,1,"no","no","no","no","yes","no",4,4,4,3,4,3,19,11,9,10,1,1,0,"no","no","no","no","yes","no",4,4,4,3,4,3,18,13,13,13
"384","GP","M",17,"U","LE3","A",4,1,"services","other","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","yes",4,5,4,2,4,5,30,8,8,8,2,1,0,"no","no","no","yes","yes","yes",4,5,4,2,4,5,22,11,11,10
"385","GP","M",17,"U","LE3","A",4,4,"health","other","reputation","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,"no","yes","no","no","yes","no",4,4,2,1,2,4,2,12,15,15
"386","GP","M",17,"U","LE3","T",1,1,"health","other","course","yes","yes","mother",2,1,1,"no","yes","no","yes","yes","no",4,4,4,1,2,5,2,7,9,8,2,1,1,"no","yes","no","yes","yes","no",4,4,4,1,2,5,0,9,10,10
"387","GP","M",17,"U","LE3","T",2,2,"other","other","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","yes",4,4,2,5,5,4,4,14,13,13,1,2,0,"no","no","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16
"388","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","no","yes","father",1,2,0,"no","yes","yes","no","yes","no",5,3,3,1,3,3,2,12,11,12,1,2,0,"no","yes","no","no","yes","no",5,3,3,1,3,3,0,10,11,11
"389","GP","M",17,"U","LE3","T",4,3,"health","other","course","yes","yes","mother",2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,14,12,12,12,2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,8,15,15,15
"390","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,4,4,4,10,9,9,2,2,0,"no","no","no","yes","yes","no",4,4,4,4,4,4,0,10,11,11
"391","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","yes","yes","father",2,1,0,"no","no","yes","no","yes","no",4,1,1,2,2,5,0,11,11,10,2,1,0,"no","no","no","no","yes","no",4,1,1,2,2,5,0,12,13,13
"392","GP","M",17,"U","LE3","T",4,4,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",5,3,5,4,5,3,13,12,12,13,1,2,0,"no","yes","no","no","yes","yes",5,3,5,4,5,3,15,13,12,12
"393","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,13,11,10,1,2,0,"no","yes","no","yes","yes","no",4,4,4,1,3,5,0,11,9,10
"394","GP","M",18,"R","GT3","T",2,2,"services","other","reputation","yes","yes","mother",1,1,2,"no","yes","no","yes","yes","no",3,3,3,1,2,4,0,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","yes","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"no","no","no","no","yes","no",3,1,3,4,5,4,13,13,14,14
"396","GP","M",18,"R","GT3","T",3,2,"other","other","course","no","no","mother",1,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,3,1,13,12,12,1,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,3,2,10,11,12
"397","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,9,16,15,16,1,3,0,"no","no","no","no","yes","yes",5,3,2,1,2,4,4,15,14,17
"398","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",4,2,5,3,4,1,13,17,17,17,2,2,0,"no","yes","no","yes","yes","no",4,2,5,3,4,1,6,15,16,16
"399","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","yes","yes","no",5,4,2,1,1,4,8,14,13,14,2,3,0,"no","yes","no","yes","yes","no",5,4,2,1,1,4,0,14,15,15
"400","GP","M",18,"R","LE3","T",3,3,"other","services","course","yes","yes","mother",1,2,1,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,3,5,5,1,2,0,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,10,9,10
"401","GP","M",18,"U","GT3","T",1,2,"at_home","other","home","no","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","no","no","no","no","no",3,4,4,2,4,4,10,10,10,11
"402","GP","M",18,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,2,4,1,2,4,8,15,14,14,1,2,0,"no","no","no","yes","yes","no",5,2,4,1,2,4,2,16,16,16
"403","GP","M",18,"U","GT3","T",2,1,"services","services","other","no","yes","mother",1,1,1,"no","no","no","no","no","no",3,2,5,2,5,5,4,6,9,8,1,1,2,"no","no","no","no","no","no",3,2,5,2,5,5,4,7,8,6
"404","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","yes","yes","mother",1,3,0,"no","no","yes","yes","yes","no",4,2,4,1,3,2,6,15,14,14,1,3,0,"no","no","no","yes","yes","no",4,2,4,1,3,2,0,14,15,15
"405","GP","M",18,"U","GT3","T",2,2,"other","at_home","course","no","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"no","yes","no","yes","no","yes",4,4,3,2,2,1,26,7,8,8
"406","GP","M",18,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,3,5,5,4,0,12,13,13,2,2,3,"no","yes","yes","no","yes","no",3,3,3,5,5,4,9,10,9,10
"407","GP","M",18,"U","GT3","T",2,2,"other","other","reputation","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"no","no","no","no","yes","no",5,4,2,1,2,5,6,15,14,15
"408","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","yes","yes","father",1,2,1,"no","no","no","no","no","no",5,5,4,3,5,2,0,7,7,0,1,2,0,"no","no","no","no","no","no",5,5,4,3,5,2,16,8,7,8
"409","GP","M",18,"U","GT3","T",2,2,"services","other","home","yes","yes","mother",1,2,1,"no","yes","yes","yes","yes","no",4,4,4,2,4,5,15,6,7,8,1,2,0,"no","yes","no","yes","yes","no",4,4,4,2,4,5,10,12,11,11
"410","GP","M",18,"U","GT3","T",3,2,"services","other","course","yes","yes","mother",2,1,1,"no","no","no","no","no","no",4,4,5,2,4,5,0,6,8,8,2,1,0,"no","no","no","no","no","no",4,4,5,2,4,5,8,7,8,7
"411","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","yes","yes","father",1,2,0,"no","yes","yes","yes","yes","yes",5,4,5,1,3,5,10,10,9,10,1,2,0,"no","yes","no","yes","yes","yes",5,4,5,1,3,5,4,10,12,14
"412","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,4,5,11,12,11,11,1,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,4,5,2,15,16,16
"413","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,2,1,1,3,2,8,8,8,1,2,0,"no","yes","no","no","yes","no",4,3,2,1,1,3,2,10,10,11
"414","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","yes",5,4,5,2,3,5,0,10,10,9,1,3,0,"no","yes","no","no","yes","yes",5,4,5,2,3,5,0,14,13,14
"415","GP","M",18,"U","GT3","T",4,4,"other","other","course","yes","yes","mother",1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,3,9,12,11,1,3,0,"no","no","no","yes","yes","no",4,3,3,2,2,3,0,13,14,13
"416","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","father",1,2,1,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,10,10,0,1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,12,12,13
"417","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",3,2,4,1,4,3,22,9,9,9,2,1,0,"no","no","no","yes","yes","no",3,2,4,1,4,3,6,11,12,12
"418","GP","M",18,"U","LE3","A",3,4,"other","other","reputation","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,"no","no","no","yes","yes","yes",4,3,5,1,4,2,9,13,14,15
"419","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,3,1,1,2,9,15,13,15,1,2,0,"no","yes","no","yes","yes","no",5,4,3,1,1,2,0,17,17,17
"420","GP","M",18,"U","LE3","T",1,1,"other","other","course","yes","yes","mother",1,1,3,"no","no","no","no","no","yes",2,3,5,2,5,4,0,6,5,0,1,1,2,"no","no","no","no","no","yes",2,3,5,2,5,4,0,11,9,0
"421","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","yes","yes","mother",4,2,0,"yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,14,10,8,9,4,2,0,"yes","yes","no","yes","yes","yes",4,3,2,4,5,3,2,9,10,11
"422","GP","M",18,"U","LE3","T",2,1,"services","other","course","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,"no","no","no","yes","no","no",4,4,5,4,4,5,4,11,10,11
"423","GP","M",18,"U","LE3","T",2,2,"other","other","course","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,5,5,2,4,5,2,9,8,8,1,4,0,"no","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12
"424","GP","M",18,"U","LE3","T",2,2,"services","services","reputation","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,"no","yes","no","yes","no","no",4,4,4,1,3,3,11,9,11,12
"425","GP","M",18,"U","LE3","T",3,1,"services","services","course","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","no","no","yes","yes","yes",3,3,4,4,5,4,2,11,11,12
"426","GP","M",18,"U","LE3","T",3,3,"services","health","home","yes","yes","father",1,2,1,"no","yes","yes","no","yes","no",3,2,4,2,4,4,13,6,6,8,1,2,0,"no","yes","no","no","yes","no",3,2,4,2,4,4,10,10,10,10
"427","GP","M",18,"U","LE3","T",3,4,"services","other","home","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,11,16,15,15,1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,3,5,6,16,16,17
"428","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","yes","yes","mother",2,1,0,"no","no","yes","yes","yes","no",4,2,3,1,2,1,8,10,11,10,2,1,0,"no","no","no","yes","yes","no",4,2,3,1,2,1,0,10,10,10
"429","GP","M",18,"U","LE3","T",4,4,"other","other","reputation","yes","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"no","yes","no","no","yes","no",4,2,5,3,4,5,2,8,9,11
